Schema_Type,Name_Length,Name_Component_Length,Number_of_Publications,Schema_Size
Simplified,7,2,10,263
Simplified,7,2,11,283
Simplified,7,2,12,297
Simplified,7,2,13,317
Simplified,7,2,14,337
Simplified,7,2,15,369
NC,7,2,1,47
NC,7,2,2,72
NC,7,2,3,97
NC,7,2,4,122
NC,7,2,5,147
NC,7,2,6,172
NC,7,2,7,197
NC,7,2,8,222
NC,7,2,9,247
NC,7,2,10,274
NC,7,2,11,301
NC,7,2,12,326
NC,7,2,13,351
NC,7,2,14,376
NC,7,2,15,401
Vans,7,3,1,118
Vans,7,3,2,166
Vans,7,3,3,214
Vans,7,3,4,264
Vans,7,3,5,312
Vans,7,3,6,360
Vans,7,3,7,408
Vans,7,3,8,456
Vans,7,3,9,504
Vans,7,3,10,552
Vans,7,3,11,600
Vans,7,3,12,648
Vans,7,3,13,696
Vans,7,3,14,744
Vans,7,3,15,792
Simplified,7,3,1,83
Simplified,7,3,2,105
Simplified,7,3,3,127
Simplified,7,3,4,149
Simplified,7,3,5,171
Simplified,7,3,6,193
Simplified,7,3,7,215
Simplified,7,3,8,237
Simplified,7,3,9,261
Simplified,7,3,10,283
Simplified,7,3,11,305
Simplified,7,3,12,327
Simplified,7,3,13,349
Simplified,7,3,14,371
Simplified,7,3,15,393
NC,7,3,1,54
NC,7,3,2,86
NC,7,3,3,118
NC,7,3,4,150
NC,7,3,5,182
NC,7,3,6,214
NC,7,3,7,246
NC,7,3,8,282
NC,7,3,9,314
NC,7,3,10,346
NC,7,3,11,378
NC,7,3,12,410
NC,7,3,13,442
NC,7,3,14,474
NC,7,3,15,506
Vans,7,4,1,126
Vans,7,4,2,176
Vans,7,4,3,226
Vans,7,4,4,278
Vans,7,4,5,328
Vans,7,4,6,378
Vans,7,4,7,428
Vans,7,4,8,478
Vans,7,4,9,528
Vans,7,4,10,578
Vans,7,4,11,628
Vans,7,4,12,678
Vans,7,4,13,728
Vans,7,4,14,778
Vans,7,4,15,828
Simplified,7,4,1,91
Simplified,7,4,2,115
Simplified,7,4,3,139
Simplified,7,4,4,163
Simplified,7,4,5,187
Simplified,7,4,6,211
Simplified,7,4,7,235
Simplified,7,4,8,261
Simplified,7,4,9,285
Simplified,7,4,10,309
Simplified,7,4,11,333
Simplified,7,4,12,357
Simplified,7,4,13,381
Simplified,7,4,14,405
Simplified,7,4,15,429
NC,7,4,1,61
NC,7,4,2,100
NC,7,4,3,139
NC,7,4,4,178
NC,7,4,5,217
NC,7,4,6,258
NC,7,4,7,299
NC,7,4,8,338
NC,7,4,9,377
NC,7,4,10,416
NC,7,4,11,455
NC,7,4,12,494
NC,7,4,13,533
NC,7,4,14,572
NC,7,4,15,611
Vans,7,5,1,134
Vans,7,5,2,186
Vans,7,5,3,238
Vans,7,5,4,292
Vans,7,5,5,344
Vans,7,5,6,396
Vans,7,5,7,448
Vans,7,5,8,500
Vans,7,5,9,552
Vans,7,5,10,604
Vans,7,5,11,656
Vans,7,5,12,708
Vans,7,5,13,760
Vans,7,5,14,812
Vans,7,5,15,864
Simplified,7,5,1,99
Simplified,7,5,2,125
Simplified,7,5,3,151
Simplified,7,5,4,177
Simplified,7,5,5,203
Simplified,7,5,6,229
Simplified,7,5,7,257
Simplified,7,5,8,283
Simplified,7,5,9,309
Simplified,7,5,10,335
Simplified,7,5,11,361
Simplified,7,5,12,387
Simplified,7,5,13,413
Simplified,7,5,14,439
Simplified,7,5,15,465
NC,7,5,1,68
NC,7,5,2,114
NC,7,5,3,160
NC,7,5,4,206
NC,7,5,5,252
NC,7,5,6,302
NC,7,5,7,348
NC,7,5,8,394
NC,7,5,9,440
NC,7,5,10,486
NC,7,5,11,532
NC,7,5,12,578
NC,7,5,13,624
NC,7,5,14,670
NC,7,5,15,716
Vans,7,6,1,142
Vans,7,6,2,196
Vans,7,6,3,250
Vans,7,6,4,306
Vans,7,6,5,360
Vans,7,6,6,414
Vans,7,6,7,468
Vans,7,6,8,522
Vans,7,6,9,576
Vans,7,6,10,630
Vans,7,6,11,684
Vans,7,6,12,738
Vans,7,6,13,792
Vans,7,6,14,846
Vans,7,6,15,900
Simplified,7,6,1,107
Simplified,7,6,2,135
Simplified,7,6,3,163
Simplified,7,6,4,191
Simplified,7,6,5,219
Simplified,7,6,6,247
Simplified,7,6,7,277
Simplified,7,6,8,305
Simplified,7,6,9,333
Simplified,7,6,10,361
Simplified,7,6,11,389
Simplified,7,6,12,417
Simplified,7,6,13,445
Simplified,7,6,14,473
Simplified,7,6,15,501
NC,7,6,1,75
NC,7,6,2,128
NC,7,6,3,181
NC,7,6,4,234
NC,7,6,5,291
NC,7,6,6,344
NC,7,6,7,397
NC,7,6,8,450
NC,7,6,9,503
NC,7,6,10,556
NC,7,6,11,609
NC,7,6,12,662
NC,7,6,13,715
NC,7,6,14,768
NC,7,6,15,821
Vans,8,2,1,114
Vans,8,2,2,164
Vans,8,2,3,212
Vans,8,2,4,262
Vans,8,2,5,310
Vans,8,2,6,365
Vans,8,2,7,402
Vans,8,2,8,454
Vans,8,2,9,502
Vans,8,2,10,557
Vans,8,2,11,601
Vans,8,2,12,646
Vans,8,2,13,699
Vans,8,2,14,747
Vans,8,2,15,802
Simplified,8,2,1,80
Simplified,8,2,2,101
Simplified,8,2,3,122
Simplified,8,2,4,143
Simplified,8,2,5,164
Simplified,8,2,6,185
Simplified,8,2,7,212
Simplified,8,2,8,233
Simplified,8,2,9,254
Simplified,8,2,10,271
Simplified,8,2,11,292
Simplified,8,2,12,319
Simplified,8,2,13,334
Simplified,8,2,14,355
Simplified,8,2,15,376
NC,8,2,1,50
NC,8,2,2,78
NC,8,2,3,106
NC,8,2,4,134
NC,8,2,5,162
NC,8,2,6,190
NC,8,2,7,218
NC,8,2,8,246
NC,8,2,9,276
NC,8,2,10,306
NC,8,2,11,334
NC,8,2,12,362
NC,8,2,13,390
NC,8,2,14,418
NC,8,2,15,446
Vans,8,3,1,125
Vans,8,3,2,172
Vans,8,3,3,225
Vans,8,3,4,277
Vans,8,3,5,327
Vans,8,3,6,377
Vans,8,3,7,427
Vans,8,3,8,477
Vans,8,3,9,527
Vans,8,3,10,577
Vans,8,3,11,627
Vans,8,3,12,677
Vans,8,3,13,724
Vans,8,3,14,777
Vans,8,3,15,827
Simplified,8,3,1,89
Simplified,8,3,2,112
Simplified,8,3,3,135
Simplified,8,3,4,158
Simplified,8,3,5,181
Simplified,8,3,6,204
Simplified,8,3,7,227
Simplified,8,3,8,250
Simplified,8,3,9,275
Simplified,8,3,10,298
Simplified,8,3,11,321
Simplified,8,3,12,344
Simplified,8,3,13,367
Simplified,8,3,14,402
Simplified,8,3,15,413
NC,8,3,1,58
NC,8,3,2,94
NC,8,3,3,130
NC,8,3,4,166
NC,8,3,5,202
NC,8,3,6,238
NC,8,3,7,276
NC,8,3,8,314
NC,8,3,9,350
NC,8,3,10,386
NC,8,3,11,422
NC,8,3,12,458
NC,8,3,13,494
NC,8,3,14,530
NC,8,3,15,566
Vans,8,4,1,134
Vans,8,4,2,186
Vans,8,4,3,238
Vans,8,4,4,292
Vans,8,4,5,344
Vans,8,4,6,396
Vans,8,4,7,448
Vans,8,4,8,500
Vans,8,4,9,552
Vans,8,4,10,604
Vans,8,4,11,656
Vans,8,4,12,708
Vans,8,4,13,760
Vans,8,4,14,812
Vans,8,4,15,864
Simplified,8,4,1,98
Simplified,8,4,2,123
Simplified,8,4,3,148
Simplified,8,4,4,173
Simplified,8,4,5,198
Simplified,8,4,6,223
Simplified,8,4,7,248
Simplified,8,4,8,275
Simplified,8,4,9,300
Simplified,8,4,10,325
Simplified,8,4,11,350
Simplified,8,4,12,375
Simplified,8,4,13,400
Simplified,8,4,14,425
Simplified,8,4,15,450
NC,8,4,1,66
NC,8,4,2,110
NC,8,4,3,154
NC,8,4,4,198
NC,8,4,5,242
NC,8,4,6,290
NC,8,4,7,334
NC,8,4,8,378
NC,8,4,9,422
NC,8,4,10,466
NC,8,4,11,510
NC,8,4,12,554
NC,8,4,13,598
NC,8,4,14,642
NC,8,4,15,686
Vans,8,5,1,143
Vans,8,5,2,197
Vans,8,5,3,251
Vans,8,5,4,307
Vans,8,5,5,361
Vans,8,5,6,415
Vans,8,5,7,469
Vans,8,5,8,523
Vans,8,5,9,577
Vans,8,5,10,631
Vans,8,5,11,685
Vans,8,5,12,739
Vans,8,5,13,793
Vans,8,5,14,847
Vans,8,5,15,901
Simplified,8,5,1,107
Simplified,8,5,2,134
Simplified,8,5,3,161
Simplified,8,5,4,188
Simplified,8,5,5,215
Simplified,8,5,6,242
Simplified,8,5,7,271
Simplified,8,5,8,298
Simplified,8,5,9,325
Simplified,8,5,10,352
Simplified,8,5,11,379
Simplified,8,5,12,406
Simplified,8,5,13,433
Simplified,8,5,14,460
Simplified,8,5,15,487
NC,8,5,1,74
NC,8,5,2,126
NC,8,5,3,178
NC,8,5,4,230
NC,8,5,5,286
NC,8,5,6,338
NC,8,5,7,390
NC,8,5,8,442
NC,8,5,9,494
NC,8,5,10,546
NC,8,5,11,598
NC,8,5,12,650
NC,8,5,13,702
NC,8,5,14,754
NC,8,5,15,806
Vans,8,6,1,152
Vans,8,6,2,208
Vans,8,6,3,266
Vans,8,6,4,322
Vans,8,6,5,378
Vans,8,6,6,434
Vans,8,6,7,490
Vans,8,6,8,546
Vans,8,6,9,602
Vans,8,6,10,658
Vans,8,6,11,714
Vans,8,6,12,770
Vans,8,6,13,826
Vans,8,6,14,882
Vans,8,6,15,938
Simplified,8,6,1,116
Simplified,8,6,2,145
Simplified,8,6,3,174
Simplified,8,6,4,203
Simplified,8,6,5,232
Simplified,8,6,6,263
Simplified,8,6,7,292
Simplified,8,6,8,321
Simplified,8,6,9,350
Simplified,8,6,10,379
Simplified,8,6,11,408
Simplified,8,6,12,437
Simplified,8,6,13,466
Simplified,8,6,14,495
Simplified,8,6,15,524
NC,8,6,1,82
NC,8,6,2,142
NC,8,6,3,202
NC,8,6,4,264
NC,8,6,5,326
NC,8,6,6,386
NC,8,6,7,446
NC,8,6,8,506
NC,8,6,9,566
NC,8,6,10,626
NC,8,6,11,686
NC,8,6,12,746
NC,8,6,13,806
NC,8,6,14,866
NC,8,6,15,926
